,id_localidade,validade_inicial,mens,recebimento
16,SBJH,2020-09-09 16:00:00,METAR SBJH 091600Z 06004KT CAVOK 30/16 Q1019=,2020-09-09 15:55:43
17,SBJH,2020-09-09 17:00:00,METAR SBJH 091700Z 34006KT CAVOK 31/13 Q1018=,2020-09-09 16:57:14
18,SBJH,2020-09-09 18:00:00,METAR SBJH 091800Z 28006KT CAVOK 31/12 Q1018=,2020-09-09 17:57:20
19,SBJH,2020-09-09 19:00:00,METAR SBJH 091900Z 26005KT 9999 FEW025 31/12 Q1018=,2020-09-09 18:57:06
20,SBJH,2020-09-09 20:00:00,METAR SBJH 092000Z 22004KT CAVOK 30/12 Q1018=,2020-09-09 19:57:17
21,SBJH,2020-09-09 21:00:00,METAR SBJH 092100Z 15010KT CAVOK 27/19 Q1018=,2020-09-09 20:57:40
22,SBJH,2020-09-09 22:00:00,METAR SBJH 092200Z 12004KT CAVOK 24/19 Q1019=,2020-09-09 21:57:17
23,SBJH,2020-09-09 23:00:00,METAR SBJH 092300Z 10010KT CAVOK 21/18 Q1020=,2020-09-09 22:57:32
24,SBJH,2020-09-10 00:00:00,METAR SBJH 100000Z 10008KT CAVOK 19/18 Q1021=,2020-09-09 23:57:20
25,SBJH,2020-09-10 01:00:00,METAR SBJH 100100Z 09005KT CAVOK 19/17 Q1021=,2020-09-10 00:57:43
26,SBJH,2020-09-10 02:00:00,METAR SBJH 100200Z 12006KT CAVOK 19/17 Q1021=,2020-09-10 01:57:35
27,SBJH,2020-09-10 03:00:00,METAR SBJH 100300Z 12005KT CAVOK 18/17 Q1021=,2020-09-10 02:58:23
28,SBJH,2020-09-10 04:00:00,METAR SBJH 100400Z 10004KT 9999 SCT030 18/17 Q1020=,2020-09-10 03:57:51
29,SBJH,2020-09-10 05:00:00,METAR SBJH 100500Z 09004KT 9999 SCT030 18/17 Q1020=,2020-09-10 05:00:58
30,SBJH,2020-09-10 06:00:00,METAR SBJH 100600Z 08004KT 9999 SCT030 18/17 Q1019=,2020-09-10 05:59:25
31,SBJH,2020-09-10 07:00:00,METAR SBJH 100700Z 08003KT 9999 SCT030 18/17 Q1019=,2020-09-10 06:57:33
32,SBJH,2020-09-10 08:00:00,METAR SBJH 100800Z 08002KT 9999 FEW040 17/17 Q1019=,2020-09-10 07:58:02
33,SBJH,2020-09-10 09:00:00,METAR SBJH 100900Z 09002KT 9999 SCT045 17/17 Q1019=,2020-09-10 08:58:12
34,SBJH,2020-09-10 09:45:00,SPECI SBJH 100945Z 35002KT 4000 BCFG BR NSC 17/17 Q1020=,2020-09-10 09:44:53
35,SBJH,2020-09-10 10:00:00,METAR SBJH 101000Z 00000KT 4000 BCFG BR NSC 18/17 Q1020=,2020-09-10 10:01:26
36,SBJH,2020-09-10 10:40:00,SPECI SBJH 101040Z 00000KT 8000 NSC 19/18 Q1020=,2020-09-10 10:40:15
37,SBJH,2020-09-10 11:00:00,METAR SBJH 101100Z 00000KT CAVOK 20/18 Q1020=,2020-09-10 10:59:33
38,SBJH,2020-09-10 12:00:00,METAR SBJH 101200Z 06004KT CAVOK 23/16 Q1020=,2020-09-10 11:58:19
39,SBJH,2020-09-10 13:00:00,METAR SBJH 101300Z 10004KT CAVOK 28/14 Q1020=,2020-09-10 12:57:12
40,SBJH,2020-09-10 14:00:00,METAR SBJH 101400Z 36005KT CAVOK 29/12 Q1020=,2020-09-10 13:57:15
41,SBJH,2020-09-10 15:00:00,METAR SBJH 101500Z 32005KT CAVOK 32/12 Q1019=,2020-09-10 14:57:27
42,SBJH,2020-09-10 16:00:00,METAR SBJH 101600Z 33006KT CAVOK 32/10 Q1018=,2020-09-10 15:57:13
43,SBJH,2020-09-10 17:00:00,METAR SBJH 101700Z 31008KT CAVOK 32/09 Q1017=,2020-09-10 17:00:59
44,SBJH,2020-09-10 18:00:00,METAR SBJH 101800Z 28006KT CAVOK 33/09 Q1016=,2020-09-10 17:57:15
45,SBJH,2020-09-10 19:00:00,METAR SBJH 101900Z 31004KT CAVOK 33/08 Q1016=,2020-09-10 18:58:27
46,SBJH,2020-09-10 20:00:00,METAR SBJH 102000Z 28005KT CAVOK 32/09 Q1016=,2020-09-10 19:58:54
47,SBJH,2020-09-10 21:00:00,METAR SBJH 102100Z 23003KT CAVOK 31/09 Q1016=,2020-09-10 20:56:04
48,SBJH,2020-09-10 22:00:00,METAR SBJH 102200Z 24001KT CAVOK 27/11 Q1016=,2020-09-10 21:54:50
49,SBJH,2020-09-10 23:00:00,METAR SBJH 102300Z 09001KT CAVOK 25/11 Q1017=,2020-09-10 22:56:25
50,SBJH,2020-09-11 00:00:00,METAR SBJH 110000Z 15002KT CAVOK 23/13 Q1017=,2020-09-10 23:58:22
51,SBJH,2020-09-11 01:00:00,METAR SBJH 110100Z 16010KT CAVOK 23/14 Q1017=,2020-09-11 00:59:24
52,SBJH,2020-09-11 02:00:00,METAR SBJH 110200Z 09006KT CAVOK 21/18 Q1018=,2020-09-11 01:59:56
53,SBJH,2020-09-11 03:00:00,METAR SBJH 110300Z 09010KT CAVOK 20/18 Q1018=,2020-09-11 02:57:55
54,SBJH,2020-09-11 04:00:00,METAR SBJH 110400Z 14011KT CAVOK 19/18 Q1018=,2020-09-11 03:57:27
55,SBJH,2020-09-11 05:00:00,METAR SBJH 110500Z 14005KT CAVOK 19/18 Q1017=,2020-09-11 04:58:14
56,SBJH,2020-09-11 06:00:00,METAR SBJH 110600Z 09008KT CAVOK 18/17 Q1017=,2020-09-11 05:57:44
57,SBJH,2020-09-11 07:00:00,METAR SBJH 110700Z 12011KT CAVOK 18/17 Q1017=,2020-09-11 06:58:26
58,SBJH,2020-09-11 08:00:00,METAR SBJH 110800Z 13011KT CAVOK 18/16 Q1017=,2020-09-11 07:57:11
59,SBJH,2020-09-11 09:00:00,METAR SBJH 110900Z 10009KT 8000 NSC 17/16 Q1017=,2020-09-11 09:02:06
60,SBJH,2020-09-11 10:00:00,METAR SBJH 111000Z 09008KT 8000 SCT040 17/16 Q1017=,2020-09-11 09:59:16
61,SBJH,2020-09-11 11:00:00,METAR SBJH 111100Z 09009KT CAVOK 19/17 Q1018=,2020-09-11 10:57:09
62,SBJH,2020-09-11 12:00:00,METAR SBJH 111200Z 10007KT CAVOK 21/17 Q1019=,2020-09-11 11:59:58
63,SBJH,2020-09-11 13:00:00,METAR SBJH 111300Z 13004KT CAVOK 24/17 Q1019=,2020-09-11 12:58:41
64,SBJH,2020-09-11 14:00:00,METAR SBJH 111400Z 06005KT CAVOK 27/17 Q1019=,2020-09-11 13:57:27
65,SBJH,2020-09-11 15:00:00,METAR SBJH 111500Z 04004KT CAVOK 30/16 Q1018=,2020-09-11 14:57:13
66,SBJH,2020-09-11 16:00:00,METAR SBJH 111600Z 35006KT CAVOK 31/10 Q1018=,2020-09-11 15:57:31
67,SBJH,2020-09-11 17:00:00,METAR SBJH 111700Z 31005KT CAVOK 33/11 Q1017=,2020-09-11 16:57:44
68,SBJH,2020-09-11 18:00:00,METAR COR SBJH 111800Z 33005KT CAVOK 32/11 Q1016=,2020-09-11 19:08:48
69,SBJH,2020-09-11 19:00:00,METAR SBJH 111900Z 32004KT CAVOK 32/09 Q1016=,2020-09-11 19:01:00
70,SBJH,2020-09-11 20:00:00,METAR SBJH 112000Z 36002KT CAVOK 32/10 Q1016=,2020-09-11 20:02:00
71,SBJH,2020-09-11 21:00:00,METAR SBJH 112100Z 26002KT CAVOK 30/11 Q1017=,2020-09-11 20:57:25
72,SBJH,2020-09-11 22:00:00,METAR SBJH 112200Z 23002KT CAVOK 27/11 Q1017=,2020-09-11 21:55:04
73,SBJH,2020-09-11 23:00:00,METAR SBJH 112300Z 32001KT CAVOK 24/13 Q1017=,2020-09-11 22:57:42
74,SBJH,2020-09-12 00:00:00,METAR SBJH 120000Z 00000KT CAVOK 23/15 Q1018=,2020-09-11 23:56:20
75,SBJH,2020-09-12 01:00:00,METAR SBJH 120100Z 00000KT CAVOK 22/14 Q1018=,2020-09-12 00:59:33
76,SBJH,2020-09-12 02:00:00,METAR SBJH 120200Z 10002KT CAVOK 21/14 Q1018=,2020-09-12 02:01:13
77,SBJH,2020-09-12 03:00:00,METAR SBJH 120300Z 06002KT CAVOK 21/14 Q1018=,2020-09-12 02:55:30
78,SBJH,2020-09-12 04:00:00,METAR SBJH 120400Z 08002KT CAVOK 21/13 Q1017=,2020-09-12 03:57:54
79,SBJH,2020-09-12 05:00:00,METAR SBJH 120500Z 36002KT CAVOK 20/14 Q1017=,2020-09-12 04:57:43
80,SBJH,2020-09-12 06:00:00,METAR SBJH 120600Z 09002KT CAVOK 21/14 Q1017=,2020-09-12 05:57:40
81,SBJH,2020-09-12 07:00:00,METAR SBJH 120700Z 08002KT CAVOK 20/14 Q1017=,2020-09-12 06:57:59
82,SBJH,2020-09-12 08:00:00,METAR SBJH 120800Z 36002KT CAVOK 20/15 Q1017=,2020-09-12 07:58:36
83,SBJH,2020-09-12 09:00:00,METAR SBJH 120900Z 05002KT CAVOK 19/15 Q1018=,2020-09-12 08:57:03
84,SBJH,2020-09-12 10:00:00,METAR SBJH 121000Z 00000KT CAVOK 20/15 Q1019=,2020-09-12 09:57:59
85,SBJH,2020-09-12 11:00:00,METAR SBJH 121100Z 31001KT CAVOK 23/15 Q1020=,2020-09-12 10:58:07
86,SBJH,2020-09-12 12:00:00,METAR SBJH 121200Z 06002KT CAVOK 27/13 Q1020=,2020-09-12 11:57:13
87,SBJH,2020-09-12 13:00:00,METAR SBJH 121300Z 36005KT CAVOK 29/13 Q1020=,2020-09-12 12:57:49
88,SBJH,2020-09-12 14:00:00,METAR SBJH 121400Z 34006KT CAVOK 31/10 Q1020=,2020-09-12 13:57:11
89,SBJH,2020-09-12 15:00:00,METAR SBJH 121500Z 35009KT CAVOK 32/06 Q1019=,2020-09-12 14:57:12
90,SBJH,2020-09-12 16:00:00,METAR SBJH 121600Z 33005KT CAVOK 33/08 Q1019=,2020-09-12 15:59:00
91,SBJH,2020-09-12 17:00:00,METAR SBJH 121700Z 30008KT CAVOK 33/08 Q1018=,2020-09-12 16:57:09
92,SBJH,2020-09-12 18:00:00,METAR SBJH 121800Z 31005KT CAVOK 33/08 Q1017=,2020-09-12 17:57:10
93,SBJH,2020-09-12 19:00:00,METAR SBJH 121900Z 26008KT CAVOK 33/08 Q1017=,2020-09-13 00:33:08
94,SBJH,2020-09-12 20:00:00,METAR SBJH 122000Z 02002KT CAVOK 31/08 Q1017=,2020-09-12 20:59:52
95,SBJH,2020-09-12 21:00:00,METAR SBJH 122100Z 13002KT CAVOK 29/11 Q1017=,2020-09-13 00:36:16
96,SBJH,2020-09-12 22:00:00,METAR SBJH 122200Z 00000KT CAVOK 27/10 Q1017=,2020-09-12 22:03:57
97,SBJH,2020-09-12 23:00:00,METAR SBJH 122300Z 00000KT CAVOK 25/11 Q1018=,2020-09-12 22:55:27
98,SBJH,2020-09-13 00:00:00,METAR SBJH 130000Z 12002KT CAVOK 21/14 Q1019=,2020-09-13 00:09:07
