,id_localidade,validade_inicial,mens,recebimento
36,SBBR,2017-09-10 12:00:00,METAR SBBR 101200Z 05016KT CAVOK 22/09 Q1021=,2017-09-10 11:55:48
37,SBBR,2017-09-10 13:00:00,METAR SBBR 101300Z 05015KT CAVOK 24/08 Q1022=,2017-09-10 12:55:57
38,SBBR,2017-09-10 14:00:00,METAR SBBR 101400Z 06012KT CAVOK 26/07 Q1021=,2017-09-10 13:56:30
39,SBBR,2017-09-10 15:00:00,METAR SBBR 101500Z 04009KT 010V110 CAVOK 27/06 Q1020=,2017-09-10 15:00:57
40,SBBR,2017-09-10 16:00:00,METAR SBBR 101600Z 08006KT 340V120 CAVOK 28/05 Q1019=,2017-09-10 15:55:52
41,SBBR,2017-09-10 17:00:00,METAR SBBR 101700Z 03007KT 260V070 CAVOK 29/02 Q1018=,2017-09-10 16:59:05
42,SBBR,2017-09-10 18:00:00,METAR SBBR 101800Z 04008KT CAVOK 29/04 Q1018=,2017-09-10 17:52:42
43,SBBR,2017-09-10 19:00:00,METAR SBBR 101900Z 05007KT CAVOK 29/03 Q1018=,2017-09-10 18:54:23
44,SBBR,2017-09-10 20:00:00,METAR SBBR 102000Z 08008KT CAVOK 29/03 Q1018=,2017-09-10 19:52:59
45,SBBR,2017-09-10 21:00:00,METAR SBBR 102100Z 06009KT CAVOK 28/05 Q1018=,2017-09-10 20:56:53
46,SBBR,2017-09-10 22:00:00,METAR SBBR 102200Z 07006KT CAVOK 24/07 Q1019=,2017-09-10 21:56:05
47,SBBR,2017-09-10 23:00:00,METAR SBBR 102300Z 05008KT CAVOK 25/07 Q1020=,2017-09-10 22:54:40
48,SBBR,2017-09-11 00:00:00,METAR SBBR 110000Z 19004KT CAVOK 20/08 Q1021=,2017-09-10 23:55:42
49,SBBR,2017-09-11 01:00:00,METAR SBBR 110100Z 18004KT CAVOK 18/08 Q1021=,2017-09-11 00:54:24
50,SBBR,2017-09-11 02:00:00,METAR SBBR 110200Z 16003KT CAVOK 18/08 Q1022=,2017-09-11 01:59:33
51,SBBR,2017-09-11 03:00:00,METAR SBBR 110300Z 09004KT CAVOK 19/08 Q1021=,2017-09-11 02:55:04
52,SBBR,2017-09-11 04:00:00,METAR SBBR 110400Z 03004KT CAVOK 20/08 Q1021=,2017-09-11 03:54:24
53,SBBR,2017-09-11 05:00:00,METAR SBBR 110500Z 02003KT CAVOK 17/09 Q1020=,2017-09-11 04:55:39
54,SBBR,2017-09-11 06:00:00,METAR SBBR 110600Z VRB02KT CAVOK 15/09 Q1020=,2017-09-11 05:57:48
55,SBBR,2017-09-11 07:00:00,METAR SBBR 110700Z 00000KT CAVOK 14/09 Q1020=,2017-09-11 06:56:33
56,SBBR,2017-09-11 08:00:00,METAR SBBR 110800Z 00000KT CAVOK 15/09 Q1021=,2017-09-11 07:55:37
57,SBBR,2017-09-11 09:00:00,METAR SBBR 110900Z 11004KT CAVOK 15/09 Q1022=,2017-09-11 08:58:27
58,SBBR,2017-09-11 10:00:00,METAR SBBR 111000Z 09004KT CAVOK 18/10 Q1022=,2017-09-11 09:55:09
59,SBBR,2017-09-11 11:00:00,METAR SBBR 111100Z 06010KT CAVOK 20/10 Q1023=,2017-09-11 10:58:36
60,SBBR,2017-09-11 12:00:00,METAR SBBR 111200Z 06010KT CAVOK 22/10 Q1023=,2017-09-11 11:55:48
61,SBBR,2017-09-11 13:00:00,METAR SBBR 111300Z 07010KT CAVOK 25/11 Q1024=,2017-09-11 12:56:55
62,SBBR,2017-09-11 14:00:00,METAR SBBR 111400Z 05010KT 350V090 CAVOK 27/10 Q1023=,2017-09-11 13:55:46
63,SBBR,2017-09-11 15:00:00,METAR SBBR 111500Z 07010KT 030V120 CAVOK 29/09 Q1023=,2017-09-11 14:56:18
64,SBBR,2017-09-11 16:00:00,METAR SBBR 111600Z 04006KT 360V090 CAVOK 30/09 Q1021=,2017-09-11 15:58:07
65,SBBR,2017-09-11 17:00:00,METAR SBBR 111700Z 08010KT 010V140 9999 FEW040 30/07 Q1020=,2017-09-11 16:57:09
66,SBBR,2017-09-11 18:00:00,METAR SBBR 111800Z VRB04KT 9999 FEW049 30/07 Q1020=,2017-09-11 17:57:00
67,SBBR,2017-09-11 19:00:00,METAR SBBR 111900Z VRB06KT CAVOK 30/06 Q1019=,2017-09-11 18:56:13
68,SBBR,2017-09-11 20:00:00,METAR SBBR 112000Z 10007KT 070V140 CAVOK 29/06 Q1020=,2017-09-11 19:56:49
69,SBBR,2017-09-11 21:00:00,METAR SBBR 112100Z 11007KT CAVOK 27/07 Q1020=,2017-09-11 20:57:31
70,SBBR,2017-09-11 22:00:00,METAR SBBR 112200Z 10009KT CAVOK 25/07 Q1020=,2017-09-11 22:02:07
71,SBBR,2017-09-11 23:00:00,METAR SBBR 112300Z 09006KT CAVOK 23/07 Q1021=,2017-09-11 22:55:25
72,SBBR,2017-09-12 00:00:00,METAR SBBR 120000Z 10002KT CAVOK 21/08 Q1021=,2017-09-11 23:55:40
73,SBBR,2017-09-12 01:00:00,METAR SBBR 120100Z 15002KT CAVOK 20/08 Q1022=,2017-09-12 00:55:32
74,SBBR,2017-09-12 02:00:00,METAR SBBR 120200Z 00000KT CAVOK 20/08 Q1022=,2017-09-12 01:55:09
75,SBBR,2017-09-12 03:00:00,METAR SBBR 120300Z 12003KT CAVOK 19/08 Q1022=,2017-09-12 02:53:19
76,SBBR,2017-09-12 04:00:00,METAR SBBR 120400Z 00000KT CAVOK 19/09 Q1021=,2017-09-12 03:56:06
77,SBBR,2017-09-12 05:00:00,METAR SBBR 120500Z 00000KT CAVOK 19/08 Q1021=,2017-09-12 04:56:44
78,SBBR,2017-09-12 06:00:00,METAR SBBR 120600Z 11006KT CAVOK 16/08 Q1021=,2017-09-12 06:50:19
79,SBBR,2017-09-12 07:00:00,METAR SBBR 120700Z 11007KT CAVOK 17/08 Q1021=,2017-09-12 06:56:18
80,SBBR,2017-09-12 08:00:00,METAR SBBR 120800Z 13012KT CAVOK 18/08 Q1021=,2017-09-12 07:51:38
81,SBBR,2017-09-12 09:00:00,METAR SBBR 120900Z 06004KT CAVOK 17/09 Q1022=,2017-09-12 08:51:52
82,SBBR,2017-09-12 10:00:00,METAR SBBR 121000Z 09005KT CAVOK 18/10 Q1023=,2017-09-12 09:58:11
83,SBBR,2017-09-12 11:00:00,METAR SBBR 121100Z 08010KT 060V120 CAVOK 20/10 Q1023=,2017-09-12 10:53:23
84,SBBR,2017-09-12 12:00:00,METAR SBBR 121200Z 06012KT CAVOK 22/11 Q1024=,2017-09-12 11:52:20
85,SBBR,2017-09-12 13:00:00,METAR SBBR 121300Z 06010KT 010V090 CAVOK 23/10 Q1024=,2017-09-12 12:52:25
86,SBBR,2017-09-12 14:00:00,METAR SBBR 121400Z 07012KT 040V110 CAVOK 25/09 Q1023=,2017-09-12 13:56:01
87,SBBR,2017-09-12 15:00:00,METAR SBBR 121500Z 07014G24KT 050V110 CAVOK 27/07 Q1023=,2017-09-12 14:57:06
88,SBBR,2017-09-12 16:00:00,METAR SBBR 121600Z 08015KT 040V120 CAVOK 28/05 Q1022=,2017-09-12 15:56:24
89,SBBR,2017-09-12 17:00:00,METAR SBBR 121700Z 09014G24KT 050V120 CAVOK 28/06 Q1020=,2017-09-12 16:56:05
90,SBBR,2017-09-12 18:00:00,METAR SBBR 121800Z 06013KT 030V100 CAVOK 29/05 Q1020=,2017-09-12 17:56:33
91,SBBR,2017-09-12 19:00:00,METAR SBBR 121900Z 09014KT 050V120 CAVOK 29/05 Q1020=,2017-09-12 18:56:11
92,SBBR,2017-09-12 20:00:00,METAR SBBR 122000Z 09013KT CAVOK 28/04 Q1020=,2017-09-12 19:55:36
93,SBBR,2017-09-12 21:00:00,METAR SBBR 122100Z 09011KT CAVOK 25/04 Q1020=,2017-09-12 20:55:47
94,SBBR,2017-09-12 22:00:00,METAR SBBR 122200Z 09007KT CAVOK 22/04 Q1021=,2017-09-12 21:55:37
95,SBBR,2017-09-12 23:00:00,METAR SBBR 122300Z 09006KT CAVOK 20/05 Q1022=,2017-09-12 22:55:49
96,SBBR,2017-09-13 00:00:00,METAR SBBR 130000Z 08006KT CAVOK 19/04 Q1022=,2017-09-12 23:55:35
